name,region,municipality,address,latitude,longitude,power_station,connector,curret,power_charger
COPEC San Carlos - 1,Ñuble,San Carlos,Ruta 5 Sur KM 380 Ruta 5 Oriente San Carlos S/N,-3.647.158,-7.200.754,72,Conector Tipo 2,AC,43
COPEC SAN EUGENIO - ÑUÑOA - 1,Metropolitana,Nunoa,SAN EUGENIO 1602,-3.346.699,-7.062.305,21,78,Conector Tipo 2,AC,11
COPEC SAN EUGENIO - ÑUÑOA - 1,Metropolitana,Nunoa,SAN EUGENIO 1602,-3.346.699,-7.062.305,21,78,Conector Tipo 2,AC,11
COPEC San Fernando - 1,Libertador Bernardo OHiggins,San Fernando,RUTA 5 SUR KM 127 KM 127,-3.450.869,-7.092.284,72,CHAdeMO,DC,50
COPEC San Fernando - 1,Libertador Bernardo OHiggins,San Fernando,RUTA 5 SUR KM 127 KM 127,-3.450.869,-7.092.284,72,Combinado Tipo 2,DC,50
COPEC San Fernando - 1,Libertador Bernardo OHiggins,San Fernando,RUTA 5 SUR KM 127 KM 127,-3.450.869,-7.092.284,72,Conector Tipo 2,AC,43
COPEC San Javier - 1,Maule,San Javier,Longitudinal Sur Km 275,3 S/N,-3.561.632,-7.170.185,72,CHAdeMO,DC,50
COPEC San Javier - 1,Maule,San Javier,Longitudinal Sur Km 275,3 S/N,-3.561.632,-7.170.185,72,Conector Tipo 2,AC,43
COPEC San Javier - 1,Maule,San Javier,Longitudinal Sur Km 275,3 S/N,-3.561.632,-7.170.185,72,Combinado Tipo 2,DC,50
COPEC San Rafael - 1,Maule,San Rafael,Ruta 5 Sur KM 237 Ruta 5 Oriente S/N,-3.532.066,-7.153.936,72,Conector Tipo 2,AC,43
COPEC San Rafael - 1,Maule,San Rafael,Ruta 5 Sur KM 237 Ruta 5 Oriente S/N,-3.532.066,-7.153.936,72,CHAdeMO,DC,50
COPEC San Rafael - 1,Maule,San Rafael,Ruta 5 Sur KM 237 Ruta 5 Oriente S/N,-3.532.066,-7.153.936,72,Combinado Tipo 2,DC,50
COPEC SAN RAMON - LAS CONDES - 1,Metropolitana,Las Condes,SAN RAMON 2701,-3.340.754,-7.051.114,21,78,Conector Tipo 2,AC,11
COPEC SAN RAMON - LAS CONDES - 1,Metropolitana,Las Condes,SAN RAMON 2701,-3.340.754,-7.051.114,21,78,Conector Tipo 2,AC,11
COPEC Santo Domingo - 1,Valparaíso,Santo Domingo,Teniente Cruz Martinez 70,-3.364.615,-716.246,72,CHAdeMO,DC,50
COPEC Santo Domingo - 1,Valparaíso,Santo Domingo,Teniente Cruz Martinez 70,-3.364.615,-716.246,72,Combinado Tipo 2,DC,50
COPEC Santo Domingo - 1,Valparaíso,Santo Domingo,Teniente Cruz Martinez 70,-3.364.615,-716.246,72,Conector Tipo 2,AC,43
Copec Temuco - 1,La Araucanía,Temuco,AV. ALEMANIA 83,-3.873.616,-7.260.273,94,58,CHAdeMO,DC,50
Copec Temuco - 1,La Araucanía,Temuco,AV. ALEMANIA 83,-3.873.616,-7.260.273,94,58,Conector Tipo 2,AC,43
Copec Temuco - 1,La Araucanía,Temuco,AV. ALEMANIA 83,-3.873.616,-7.260.273,94,58,Combinado Tipo 2,DC,43
ESTACION DE SERVICIOS COPEC COQUIMBO SALIDA SUR - 1,Coquimbo,Coquimbo,RUTA 5 NORTE PONIENTE KM 455 S/N,-3.001.266,-713.784,94,58,CHAdeMO,DC,50
ESTACION DE SERVICIOS COPEC COQUIMBO SALIDA SUR - 1,Coquimbo,Coquimbo,RUTA 5 NORTE PONIENTE KM 455 S/N,-3.001.266,-713.784,94,58,Conector Tipo 2,AC,43
ESTACION DE SERVICIOS COPEC COQUIMBO SALIDA SUR - 1,Coquimbo,Coquimbo,RUTA 5 NORTE PONIENTE KM 455 S/N,-3.001.266,-713.784,94,58,Combinado Tipo 2,DC,43
ESTACION DE SERVICIOS COPEC LAUTARO - 1,La Araucanía,Lautaro,RUTA 5 SUR KM 645 S/N,-3.854.944,-7.245.759,94,58,CHAdeMO,DC,50
ESTACION DE SERVICIOS COPEC LAUTARO - 1,La Araucanía,Lautaro,RUTA 5 SUR KM 645 S/N,-3.854.944,-7.245.759,94,58,Conector Tipo 2,AC,43
ESTACION DE SERVICIOS COPEC LAUTARO - 1,La Araucanía,Lautaro,RUTA 5 SUR KM 645 S/N,-3.854.944,-7.245.759,94,58,Combinado Tipo 2,DC,43
Estacionamiento Unimarc -La Reina - 1,Metropolitana,La Reina,Av. Principe de Gales con Aguas Claras S/N,-3.343.937,-7.055.639,22,Conector Tipo 2,AC,7,4
Estacionamiento Unimarc -La Reina - 1,Metropolitana,La Reina,Av. Principe de Gales con Aguas Claras S/N,-3.343.937,-7.055.639,22,Conector Tipo 2,AC,7,4
Plaza Carlos Ossandón - 1,Metropolitana,La Reina,AV. ECHENIQUE CON CARLOS OSSANDON S/N,-3.344.196,-7.054.344,22,Conector Tipo 2,AC,7,4
Plaza Carlos Ossandón - 1,Metropolitana,La Reina,AV. ECHENIQUE CON CARLOS OSSANDON S/N,-3.344.196,-7.054.344,22,Conector Tipo 2,AC,7,4
Plaza Felix Margoz-Cerrillo - 1,Metropolitana,Cerrillos,AV. PEDRO AGUIRRE CERDA CON FELIX MARGOZ S/N,-3.349.439,-7.070.549,22,Conector Tipo 2,AC,7,4
Plaza Felix Margoz-Cerrillo - 1,Metropolitana,Cerrillos,AV. PEDRO AGUIRRE CERDA CON FELIX MARGOZ S/N,-3.349.439,-7.070.549,22,Conector Tipo 2,AC,7,4
"Ambrosio O""Higgins - 1",Metropolitana,Curacaví,"Ambrosio O""Higgins frente a 1305",-3.340.542,-711.368,43,56,Conector Tipo 2,AC,21,78
"Ambrosio O""Higgins - 1",Metropolitana,Curacaví,"Ambrosio O""Higgins frente a 1305",-3.340.542,-711.368,43,56,Conector Tipo 2,AC,21,78
Av. Los Pajaritos - 1,Metropolitana,Maipú,Avda. Los Pajaritos S/N 000,-3.349.224,-7.075.532,43,56,Conector Tipo 2,AC,21,78
Av. Los Pajaritos - 1,Metropolitana,Maipú,Avda. Los Pajaritos S/N 000,-3.349.224,-7.075.532,43,56,Conector Tipo 2,AC,21,78
Av. Quilin - 1,Metropolitana,Macul,Av. Quilin frente al 3250,-3.348.513,-7.059.783,43,56,Conector Tipo 2,AC,21,78
Av. Quilin - 1,Metropolitana,Macul,Av. Quilin frente al 3250,-3.348.513,-7.059.783,43,56,Conector Tipo 2,AC,21,78
Cargador Eléctrico Alhue - 1,Metropolitana,Alhué,Esmeralda frente al 198,-3.403.143,-7.110.103,43,56,Conector Tipo 2,AC,21,78
Cargador Eléctrico Alhue - 1,Metropolitana,Alhué,Esmeralda frente al 198,-3.403.143,-7.110.103,43,56,Conector Tipo 2,AC,21,78
Cargador Eléctrico Avenida Costanera Ferrea - 1,Metropolitana,Quilicura,Avenida Costanera Férrea frente al 0495,-3.335.561,-7.071.316,43,56,Conector Tipo 2,AC,21,78
Cargador Eléctrico Avenida Costanera Ferrea - 1,Metropolitana,Quilicura,Avenida Costanera Férrea frente al 0495,-3.335.561,-7.071.316,43,56,Conector Tipo 2,AC,21,78
Cargador Eléctrico Aviador - 1,Metropolitana,Quinta Normal,Aviador Bleriot frente a 2215,-3.342.286,-7.069.296,43,56,Conector Tipo 2,AC,21,78
Cargador Eléctrico Aviador - 1,Metropolitana,Quinta Normal,Aviador Bleriot frente a 2215,-3.342.286,-7.069.296,43,56,Conector Tipo 2,AC,21,78
Cargador Eléctrico Calle San Ignacio - 1,Metropolitana,Quilicura,San Ignacio frente al 951,-3.333.225,-7.070.984,43,56,Conector Tipo 2,AC,21,78
Cargador Eléctrico Calle San Ignacio - 1,Metropolitana,Quilicura,San Ignacio frente al 951,-3.333.225,-7.070.984,43,56,Conector Tipo 2,AC,21,78
Cargador Eléctrico General Korner - 1,Metropolitana,El Bosque,General Korner frente a 286,-3.355.054,-7.067.642,43,56,Conector Tipo 2,AC,21,78
Cargador Eléctrico General Korner - 1,Metropolitana,El Bosque,General Korner frente a 286,-3.355.054,-7.067.642,43,56,Conector Tipo 2,AC,21,78
Cargador Electrico Javiera - 1,Metropolitana,El Bosque,Javiera Carrera al oriente del 910,-3.355.718,-706.648,43,56,Conector Tipo 2,AC,21,78
Cargador Electrico Javiera - 1,Metropolitana,El Bosque,Javiera Carrera al oriente del 910,-3.355.718,-706.648,43,56,Conector Tipo 2,AC,21,78
Cargador Eléctrico Plaza Juan Renz - 1,Metropolitana,Macul,Poeta Augusto Winter frente 3941,-3.349.003,-7.059.367,43,56,Conector Tipo 2,AC,21,78
Cargador Eléctrico Plaza Juan Renz - 1,Metropolitana,Macul,Poeta Augusto Winter frente 3941,-3.349.003,-7.059.367,43,56,Conector Tipo 2,AC,21,78
Cargador Eléctrico Plaza Recsa - 1,Metropolitana,Quilicura,Pasaje Dallas frente a 266,-3.336.854,-7.072.389,43,56,Conector Tipo 2,AC,21,78
Cargador Eléctrico Plaza Recsa - 1,Metropolitana,Quilicura,Pasaje Dallas frente a 266,-3.336.854,-7.072.389,43,56,Conector Tipo 2,AC,21,78
Cargador Eléctrico Radal - 1,Metropolitana,Quinta Normal,Radal frente a 1693,-334.275,-7.070.347,43,56,Conector Tipo 2,AC,21,78
Cargador Eléctrico Radal - 1,Metropolitana,Quinta Normal,Radal frente a 1693,-334.275,-7.070.347,43,56,Conector Tipo 2,AC,21,78
Cargador Eléctrico San Jose de Maipo - 1,Metropolitana,San José de Maipo,Uno Sur frente a 0151,-3.364.081,-7.035.401,43,56,Conector Tipo 2,AC,21,78
Cargador Eléctrico San Jose de Maipo - 1,Metropolitana,San José de Maipo,Uno Sur frente a 0151,-3.364.081,-7.035.401,43,56,Conector Tipo 2,AC,21,78
Lampa - 1,Metropolitana,Lampa,Ignacio Carrera Pinto frente 1066,-3.328.663,-7.087.213,43,56,Conector Tipo 2,AC,21,78
Lampa - 1,Metropolitana,Lampa,Ignacio Carrera Pinto frente 1066,-3.328.663,-7.087.213,43,56,Conector Tipo 2,AC,21,78
Los Platanos - 1,Metropolitana,Macul,Los Platanos frente a 3130,-3.348.225,-705.995,43,56,Conector Tipo 2,AC,21,78
Los Platanos - 1,Metropolitana,Macul,Los Platanos frente a 3130,-3.348.225,-705.995,43,56,Conector Tipo 2,AC,21,78
Maria Pinto - 1,Metropolitana,María Pinto,Av. Francisco Costabal frente 78,-3.351.715,-7.112.376,43,56,Conector Tipo 2,AC,21,78
Maria Pinto - 1,Metropolitana,María Pinto,Av. Francisco Costabal frente 78,-3.351.715,-7.112.376,43,56,Conector Tipo 2,AC,21,78
Paine - 1,Metropolitana,Paine,Avenida Baquedano frente 348,-338.072,-7.074.227,43,56,Conector Tipo 2,AC,21,78
Paine - 1,Metropolitana,Paine,Avenida Baquedano frente 348,-338.072,-7.074.227,43,56,Conector Tipo 2,AC,21,78
Primera Transversal - 1,Metropolitana,Maipú,Primera Transversal frente 1970,-3.350.926,-7.075.314,43,56,Conector Tipo 2,AC,21,78
Primera Transversal - 1,Metropolitana,Maipú,Primera Transversal frente 1970,-3.350.926,-7.075.314,43,56,Conector Tipo 2,AC,21,78
San Pedro - 1,Metropolitana,San Pedro,Avenida San Pedro frente a 46,-3.389.734,-7.145.391,43,56,Conector Tipo 2,AC,21,78
San Pedro - 1,Metropolitana,San Pedro,Avenida San Pedro frente a 46,-3.389.734,-7.145.391,43,56,Conector Tipo 2,AC,21,78
Williams Rebolledo - 1,Metropolitana,Curacaví,Williams Rebolledo frente al 1841,-3.340.189,-7.112.889,43,56,Conector Tipo 2,AC,21,78
Williams Rebolledo - 1,Metropolitana,Curacaví,Williams Rebolledo frente al 1841,-3.340.189,-7.112.889,43,56,Conector Tipo 2,AC,21,78
Duoc UC Huechuraba - 1,Metropolitana,Huechuraba,Calle Nueva 1660,-3.336.243,-706.777,22,Conector Tipo 2,AC,22
DUOC-UC. San Joaquín - 1,Metropolitana,San Joaquín,Vicu¿a Mackenna 4917,-3.350.026,-7.061.647,22,Conector Tipo 2,AC,22
DUOC-UC. San Joaquín - 1,Metropolitana,San Joaquín,Vicu¿a Mackenna 4917,-3.350.026,-7.061.647,22,Conector Tipo 2,AC,22
Smarcity, Ciudad Empresarial - 1,Metropolitana,Huechuraba,Del Parque 4980,-333.889,-7.061.664,22,Conector Tipo 2,AC,22
Cargador Vehicular Hotel Intercontinental - 1,Metropolitana,Las Condes,Avenida Vitacura 2885,-3.341.251,-7.060.296,7,7,Conector Tipo 1,AC,7,7
Cargador Vehicular Hotel Intercontinental - 2,Metropolitana,Las Condes,Avenida Vitacura 2885,-3.341.251,-7.060.296,22,Conector Tipo 2,AC,22
Cargadores Vehiculares Hotel San Francisco - 1,Metropolitana,Santiago,Avenida Libertador Bernardo Ohiggins 816,-3.344.379,-7.064.849,7,7,Conector Tipo 1,AC,7,7
Cargadores Vehiculares Hotel San Francisco - 2,Metropolitana,Santiago,Avenida Libertador Bernardo Ohiggins 816,-3.344.379,-7.064.849,22,Conector Tipo 2,AC,22
Chillán Centro - 1,Ñuble,Chillan,Arauco 878,-3.661.084,-7.210.415,44,Conector Tipo 2,AC,22
Chillán Centro - 1,Ñuble,Chillan,Arauco 878,-3.661.084,-7.210.415,44,Conector Tipo 2,AC,22
Colo Colo N° 410 - 1,La Araucanía,Villarrica,Pedro de Valdivia Esq. Colo Colo 410,-392.872,-7.222.139,44,Conector Tipo 2,AC,22
Colo Colo N° 410 - 1,La Araucanía,Villarrica,Pedro de Valdivia Esq. Colo Colo 410,-392.872,-7.222.139,44,Conector Tipo 2,AC,22
Costanera Center - 1,Metropolitana,Providencia,Andr¿s Bello 2461,-334.203,-7.061.128,14,Conector Tipo 1,AC,7
Costanera Center - 1,Metropolitana,Providencia,Andr¿s Bello 2461,-334.203,-7.061.128,14,Conector Tipo 2,AC,7
Edificio Enel - 1,Metropolitana,Santiago,San Isiidro 85,-3.344.436,-7.064.454,98,Conector Tipo 2,AC,43
Edificio Enel - 1,Metropolitana,Santiago,San Isiidro 85,-3.344.436,-7.064.454,98,CHAdeMO,DC,50
Edificio Enel - 1,Metropolitana,Santiago,San Isiidro 85,-3.344.436,-7.064.454,98,Combinado Tipo 2,DC,50
Electrolinera-39 - 1,Metropolitana,Las Condes,Avenida Presidente Riesco s/n,-3.340.137,-7.056.781,45,Conector Tipo 2,AC,22
Electrolinera-39 - 1,Metropolitana,Las Condes,Avenida Presidente Riesco s/n,-3.340.137,-7.056.781,45,Conector Tipo 2,AC,22
Electrolinera-40 - 1,Metropolitana,Las Condes,Cerro Colorado s/n,-3.340.423,-70,58,45,Conector Tipo 2,AC,22
Electrolinera-40 - 1,Metropolitana,Las Condes,Cerro Colorado s/n,-3.340.423,-70,58,45,Conector Tipo 2,AC,22
Enel X - Hotel NH Plaza Santiago - 1,Metropolitana,Las Condes,Avenida Vitacura 2610,-3.341.649,-7.060.496,7,4,Conector Tipo 2,AC,7,4
Enel X - Hotel NH Plaza Santiago - 2,Metropolitana,Las Condes,Avenida Vitacura 2610,-3.341.649,-7.060.496,7,4,Conector Tipo 2,AC,7,4
Enel X - Sodimac La Reina - 1,Metropolitana,La Reina,av. Jorge Alessandri 1347,-3.346.254,-7.054.487,22,Conector Tipo 2,AC,22
Enel X - Sodimac La Reina - 1,Metropolitana,La Reina,av. Jorge Alessandri 1347,-3.346.254,-7.054.487,22,Conector Tipo 2,AC,22
Enel X - Zona de descanso Itahue. - 1,Maule,Molina,Ruta 5 Sur KM 211,-3.513.795,-7.136.255,50,Conector Tipo 2,AC,43
Enel X - Zona de descanso Itahue. - 1,Maule,Molina,Ruta 5 Sur KM 211,-3.513.795,-7.136.255,50,CHAdeMO,DC,50
Enel X - Zona de descanso Itahue. - 1,Maule,Molina,Ruta 5 Sur KM 211,-3.513.795,-7.136.255,50,Combinado Tipo 2,DC,50
Enel X - Zona de descanso La Platina - 1,Libertador Bernardo OHiggins,Chimbarongo,Ruta 5 Sur KM 159,-3.477.062,-7.104.345,50,Combinado Tipo 2,DC,50
Enel X - Zona de descanso La Platina - 1,Libertador Bernardo OHiggins,Chimbarongo,Ruta 5 Sur KM 159,-3.477.062,-7.104.345,50,CHAdeMO,DC,50
Enel X - Zona de descanso La Platina - 1,Libertador Bernardo OHiggins,Chimbarongo,Ruta 5 Sur KM 159,-3.477.062,-7.104.345,50,Conector Tipo 2,AC,43
Enel X - Zona de descanso Santa Lucila. - 1,Libertador Bernardo OHiggins,Requínoa,Ruta 5 Sur KM 98,-3.426.589,-7.080.982,50,Conector Tipo 2,AC,43
Enel X - Zona de descanso Santa Lucila. - 1,Libertador Bernardo OHiggins,Requínoa,Ruta 5 Sur KM 98,-3.426.589,-7.080.982,50,Combinado Tipo 2,DC,50
Enel X - Zona de descanso Santa Lucila. - 1,Libertador Bernardo OHiggins,Requínoa,Ruta 5 Sur KM 98,-3.426.589,-7.080.982,50,CHAdeMO,DC,50
Enel X- PETROBRAS, Vitacura con Vespucio,Metropolitana,Vitacura,Av. Américo Vespucio #1665,-3.339.894,-7.058.718,50,CHAdeMO,DC,50
Enel X- PETROBRAS, Vitacura con Vespucio,Metropolitana,Vitacura,Av. Américo Vespucio #1665,-3.339.894,-7.058.718,50,Combinado Tipo 2,DC,50
Enel X- PETROBRAS, Vitacura con Vespucio,Metropolitana,Vitacura,Av. Américo Vespucio #1665,-3.339.894,-7.058.718,50,Conector Tipo 2,AC,43
Enel X-Mac Iver, Santiago Centro,Metropolitana,Santiago,Enrique Mac Iver #424,-334.378,-7.064.747,22,Conector Tipo 2,AC,22
Enel X-Mall Plaza Los Dominicos,Metropolitana,Las Condes,Av. Padre Hurtado Sur #875, Piso -2,-3.341.512,-705.405,7,Conector Tipo 2,AC,7
Enel X-Moneda - Teatinos,Metropolitana,Santiago,Moneda #1326, esquina Teatinos,-3.344.228,-706.549,44,Conector Tipo 2,AC,22
Enel X-Moneda - Teatinos,Metropolitana,Santiago,Moneda #1326, esquina Teatinos,-3.344.228,-706.549,44,Conector Tipo 2,AC,22
Enel X-Ómnium,Metropolitana,Las Condes,Av. Apoquindo #4900,-3.341.159,-7.057.807,44,Conector Tipo 2,AC,22
Enel X-Ómnium,Metropolitana,Las Condes,Av. Apoquindo #4900,-3.341.159,-7.057.807,44,Conector Tipo 2,AC,22
Enel X-Plaza España, Concepción 1,Biobío,Concepción,Barros Arana #13,-3.682.937,-7.305.897,44,Conector Tipo 2,AC,22
Enel X-Plaza España, Concepción 1,Biobío,Concepción,Barros Arana #13,-3.682.937,-7.305.897,44,Conector Tipo 2,AC,22
Enel X-Plaza España, Concepción 2,Biobío,Concepción,Barros Arana #13,-3.682.937,-7.305.897,22,Conector Tipo 2,AC,22
Enel X-Plaza España, Concepción 2,Biobío,Concepción,Barros Arana #13,-3.682.937,-7.305.897,22,Conector Tipo 2,AC,22
Estación de Servicio Enel X Station - 1,Metropolitana,Pudahuel,Av. Americo Vespucio 1289,-3.342.819,-7.078.205,22,Conector Tipo 2,AC,22
Estación de Servicio Enel X Station - 10,Metropolitana,Pudahuel,Av. Americo Vespucio 1289,-3.342.819,-7.078.205,60,Combinado Tipo 2,DC,60
Estación de Servicio Enel X Station - 10,Metropolitana,Pudahuel,Av. Americo Vespucio 1289,-3.342.819,-7.078.205,60,CHAdeMO,DC,50
Estación de Servicio Enel X Station - 11,Metropolitana,Pudahuel,Av. Americo Vespucio 1289,-3.342.819,-7.078.205,60,Combinado Tipo 2,DC,60
Estación de Servicio Enel X Station - 11,Metropolitana,Pudahuel,Av. Americo Vespucio 1289,-3.342.819,-7.078.205,60,CHAdeMO,DC,50
Estación de Servicio Enel X Station - 12,Metropolitana,Pudahuel,Av. Americo Vespucio 1289,-3.342.819,-7.078.205,60,Combinado Tipo 2,DC,60
Estación de Servicio Enel X Station - 12,Metropolitana,Pudahuel,Av. Americo Vespucio 1289,-3.342.819,-7.078.205,60,CHAdeMO,DC,50
Estación de Servicio Enel X Station - 13,Metropolitana,Pudahuel,Av. Americo Vespucio 1289,-3.342.819,-7.078.205,150,CHAdeMO,DC,50
Estación de Servicio Enel X Station - 13,Metropolitana,Pudahuel,Av. Americo Vespucio 1289,-3.342.819,-7.078.205,150,Combinado Tipo 2,DC,150
